Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
3138,Text,2002-03-01,Ballades & Rhymes from Ballades in Blue China and Rhymes a la Mode,en,"Lang, Andrew, 1844-1912",Poetry; Ballades,PR,Category: Poetry; Category: British Literature
3139,Text,2002-03-01,The Dove in the Eagle's Nest,en,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901","Historical fiction; Maximilian I, Holy Roman Emperor, 1459-1519; Holy Roman Empire -- History -- Maximilian I, 1493-1519 -- Fiction; Emperors -- Fiction",PR,Historical Fiction; Category: Historical Novels; Category: Novels; Category: German Literature
3140,Text,2002-03-01,Idle Ideas in 1905,en,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",English essays; English wit and humor,PR,"Category: Humour; Category: Essays, Letters & Speeches; Category: British Literature"
3141,Text,2002-03-01,The Irish Race in the Past and the Present,en,"Thébaud, Augustus J., 1807-1885",Ireland -- History,DA,Category: History - European; Category: History - Religious
3142,Text,2002-03-01,Plays and Puritans,en,"Kingsley, Charles, 1819-1875",Great Britain -- History; Theater -- Great Britain -- History; Theater -- Moral and ethical aspects; Theater -- Religious aspects,PR,"Category: Plays/Films/Dramas; Category: Essays, Letters & Speeches; Category: History - British"
3143,Text,2002-03-01,Sir Walter Raleigh and His Time,en,"Kingsley, Charles, 1819-1875","Great Britain -- History; Raleigh, Walter, Sir, 1552?-1618",PR,Category: Biographies; Category: History - British; Category: History - Early Modern (c. 1450-1750)
3144,Text,2002-03-01,Froude's History of England,en,"Kingsley, Charles, 1819-1875","Great Britain -- History; Froude, James Anthony, 1818-1894. History of England",PR,United Kingdom; Category: History - British; Category: History - Early Modern (c. 1450-1750)
3145,Text,2002-03-01,The Author of Beltraffio,en,"James, Henry, 1843-1916",Authors -- Fiction; Family life -- Fiction,PS,Category: Novels; Category: British Literature
3146,Text,2002-03-01,Two on a Tower,en,"Hardy, Thomas, 1840-1928",Adultery -- Fiction; Didactic fiction; Love stories; Social classes -- Fiction; Wessex (England) -- Fiction; Astronomical observatories -- Fiction,PR,Category: Romance; Category: Novels; Category: British Literature
3147,Text,2002-03-01,A Summer in a Canyon: A California Story,en,"Wiggin, Kate Douglas Smith, 1856-1923",California -- Fiction,PZ; PS,Category: Children & Young Adult Reading; Category: Novels; Category: American Literature
3148,Text,2002-03-01,A Village Stradivarius,en,"Wiggin, Kate Douglas Smith, 1856-1923",United States -- Social life and customs -- 19th century -- Fiction,PS,Category: Romance; Category: Novels; Category: American Literature; Category: Music
3149,Text,2002-03-01,Marm Lisa,en,"Wiggin, Kate Douglas Smith, 1856-1923",California -- Fiction,PS,Children's Literature; Category: Novels; Category: American Literature
3150,Text,2002-03-01,"Human Nature, and Other Sermons",en,"Butler, Joseph, 1692-1752; Morley, Henry, 1822-1894 [Editor]","Ethics; Church of England -- Sermons; Sermons, English",B,Christianity; Category: Philosophy & Ethics; Category: Religion/Spirituality
3151,Text,2002-04-01,"The City of Domes : a walk with an architect about the courts and palaces of the Panama-Pacific International Exposition, with a discussion of its architecture, its sculpture, its mural decorations, its coloring and its lighting, preceded by a history of its growth",en,"Barry, John D. (John Daniel), 1866-1942","Panama-Pacific International Exposition (1915 : San Francisco, Calif.)",N,Art; Category: History - American; Category: Architecture; Category: Art
3152,Text,2002-04-01,"The Junior Classics, Volume 1: Fairy and wonder tales",en,"Patten, William, 1868-1936 [Editor]; Eliot, Charles William, 1834-1926 [Author of introduction, etc.]; Neilson, William Allan, 1869-1946 [Contributor]",Children's literature,PZ,"Children's Anthologies; Category: Children & Young Adult Reading; Category: Mythology, Legends & Folklore"
3153,Text,2006-04-06,The Virgin of the Sun,en,"Haggard, H. Rider (Henry Rider), 1856-1925",Incas -- Fiction; Peru -- Fiction,PR,Category: Historical Novels; Category: Adventure; Category: Novels
3154,Text,2006-04-06,The Surprising Adventures of Baron Munchausen,en,"Raspe, Rudolf Erich, 1737-1794","Humorous stories; Voyages and travels -- Fiction; Voyages, Imaginary -- Fiction; Tall tales",PN,Category: Humour; Category: Adventure; Category: Novels; Category: Classics of Literature
3155,Text,2006-04-06,She,en,"Haggard, H. Rider (Henry Rider), 1856-1925",Africa -- Fiction; Fantasy fiction; Love stories; Adventure stories; Ayesha (Fictitious character : Haggard) -- Fiction; Immortalism -- Fiction; Reincarnation -- Fiction; Women -- Africa -- Fiction,PR,Adventure; Best Books Ever Listings; Movie Books; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: British Literature
3156,Text,2002-04-01,Andrea Delfin,en,"Heyse, Paul, 1830-1914; Olesch, Gunther [Translator]",Venice (Italy) -- Fiction,PT,Category: Historical Novels; Category: Novels; Nobel Prizes in Literature
3157,Text,2002-04-01,The Path of Empire: A Chronicle of the United States as a World Power,en,"Fish, Carl Russell, 1876-1932",United States -- Territorial expansion; United States -- Foreign relations,E151,United States; Children's History; Category: History - American; Category: History - European; Category: History - Modern (1750+); Category: Politics
3158,Text,2002-04-01,Our American Cousin,en,"Taylor, Tom, 1817-1880",Comedy plays; Americans -- England -- Drama; Aristocracy (Social class) -- England -- Drama,PR,Category: Humour; Category: Plays/Films/Dramas; Category: British Literature
3159,Text,2006-04-06,The Hermit of Far End,en,"Pedler, Margaret, -1948",England -- Fiction,PR,Category: Novels; Category: British Literature
3160,Text,2002-04-01,The Odyssey,en,"Homer, 751? BCE-651? BCE; Pope, Alexander, 1688-1744 [Translator]","Homer -- Translations into English; Epic poetry, Greek -- Translations into English; Odysseus, King of Ithaca (Mythological character) -- Poetry",PA,"Classical Antiquity; Harvard Classics; Banned Books from Anne Haight's list; Category: Poetry; Category: Mythology, Legends & Folklore; Category: Classics of Literature"
3161,Text,2002-04-01,"Narratives of New Netherland, 1609-1664",en,"Jameson, J. Franklin (John Franklin), 1859-1937 [Editor]","New York (State) -- History -- Colonial period, ca. 1600-1775 -- Sources",F106,Category: History - American
3162,Text,2002-04-01,The Enchanted Typewriter,en,"Bangs, John Kendrick, 1862-1922",Fantasy fiction; Typewriters -- Fiction; Writing -- Automation -- Fiction; Hell -- Fiction,PS,Category: Science-Fiction & Fantasy; Category: Humour; Category: Novels; Category: American Literature
3163,Text,2002-04-01,"Birds and Bees, Sharp Eyes, and Other Papers",en,"Burroughs, John, 1837-1921",Birds; Bees; Natural history -- Outdoor books,QH,"Animals-Wild-Birds; Category: Essays, Letters & Speeches; Category: Nature/Gardening/Animals"
3164,Text,2002-04-01,Women in the Life of Balzac,en,"Floyd, Juanita Helm, 1880-1979","Balzac, Honoré de, 1799-1850",PQ,Category: Biographies; Category: French Literature
3165,Text,2002-04-01,Rashi,en,"Liber, Maurice, 1884-1956; Seltzer, Adele Szold, 1876-1940 [Translator]","Rashi, 1040-1105; Jewish scholars -- France -- Troyes -- Biography; Rabbis -- France -- Troyes -- Biography",BM,Judaism; Category: Biographies; Category: History - Medieval/Middle Ages; Category: History - Religious
3166,Text,2002-04-01,Doctor Thorne,en,"Trollope, Anthony, 1815-1882",England -- Social life and customs -- 19th century -- Fiction; Inheritance and succession -- Fiction; Physicians -- Fiction; Love stories; Domestic fiction; Country life -- Fiction; Barsetshire (England : Imaginary place) -- Fiction; Great Britain -- History -- 19th century -- Fiction; Nieces -- Fiction,PR,Category: Novels; Category: British Literature
3167,Text,2002-04-01,Wessex Poems and Other Verses,en,"Hardy, Thomas, 1840-1928",English poetry,PR,Category: Poetry; Category: British Literature
3168,Text,2002-04-01,Poems of the Past and the Present,en,"Hardy, Thomas, 1840-1928",English poetry,PR,Category: Poetry; Category: British Literature
3169,Text,2002-04-01,The Pursuit of the House-Boat,en,"Bangs, John Kendrick, 1862-1922","Holmes, Sherlock (Fictitious character) -- Fiction; Fantasy fiction; Doyle, Arthur Conan, 1859-1930 -- Parodies, imitations, etc.",PS,"Humor; Bestsellers, American, 1895-1923; Category: Science-Fiction & Fantasy; Category: Humour; Category: Novels"
3170,Text,2002-04-01,Chants for Socialists,en,"Morris, William, 1834-1896",Socialism -- Poetry,PR,Category: Poetry; Category: British Literature
3171,Text,2004-09-16,In Defence of Harriet Shelley,en,"Twain, Mark, 1835-1910","Shelley, Percy Bysshe, 1792-1822; Shelley, Harriet Westbrook, -1816",PS,"Category: Essays, Letters & Speeches; Category: Gender & Sexuality Studies"
3172,Text,2004-09-16,Fenimore Cooper's Literary Offences,en,"Twain, Mark, 1835-1910","American literature -- History and criticism -- Theory, etc.; National characteristics, American, in literature; Literature and society -- United States; United States -- Civilization; Criticism -- United States",PS,"Category: Humour; Category: Essays, Letters & Speeches; Category: American Literature"
3173,Text,2004-09-16,Essays on Paul Bourget,en,"Twain, Mark, 1835-1910",French literature -- History and criticism,PS,"Category: Humour; Category: Essays, Letters & Speeches; Category: American Literature"
3174,Text,2004-06-01,A Dog's Tale,en,"Twain, Mark, 1835-1910",Dogs -- Fiction,PS,Category: Short Stories; Category: American Literature
3175,Text,2004-09-16,Mark Twain's Burlesque Autobiography,en,"Twain, Mark, 1835-1910",American wit and humor,PS,Category: Humour; Category: American Literature
3176,Text,2004-06-22,The Innocents Abroad,en,"Twain, Mark, 1835-1910",Middle East -- Description and travel; Voyages and travels; Europe -- Description and travel,PS,Category: Humour; Category: Travel Writing; Category: American Literature
3177,Text,2004-07-03,Roughing It,en,"Twain, Mark, 1835-1910","West (U.S.) -- Description and travel; Hawaii -- Description and travel; Twain, Mark, 1835-1910 -- Travel -- West (U.S.); Authors, American -- Homes and haunts -- West (U.S.); West (U.S.) -- Intellectual life -- 19th century",PS,Travel; Category: Humour; Category: Travel Writing; Category: American Literature
3178,Text,2004-06-21,The Gilded Age: A Tale of Today,en,"Twain, Mark, 1835-1910; Warner, Charles Dudley, 1829-1900",Satire; Political fiction; Washington (D.C.) -- Fiction; Legislators -- Fiction; Speculation -- Fiction; Political corruption -- Fiction; Businessmen -- Fiction,PS,Category: Novels; Category: American Literature
3179,Text,2004-06-01,The American Claimant,en,"Twain, Mark, 1835-1910",Humorous stories; United States -- Social life and customs -- 19th century -- Fiction; Mistaken identity -- Fiction,PS,Category: Humour; Category: Novels; Category: American Literature
3180,Text,2004-09-16,A Double Barrelled Detective Story,en,"Twain, Mark, 1835-1910",Detective and mystery stories; American fiction -- 20th century,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature"
3181,Text,2004-09-16,The Stolen White Elephant,en,"Twain, Mark, 1835-1910",Short stories; Detective and mystery stories,PS,"Category: Short Stories; Category: Crime, Thrillers and Mystery; Category: Humour; Category: American Literature"
3182,Text,2004-09-16,Some Rambling Notes of an Idle Excursion,en,"Twain, Mark, 1835-1910",Leisure -- Fiction; Travel -- Fiction; Passenger ships -- Fiction,PS,Category: Humour; Category: Travel Writing; Category: American Literature
3183,Text,2004-09-16,The Facts Concerning the Recent Carnival of Crime in Connecticut,en,"Twain, Mark, 1835-1910","Humorous stories, American; United States -- Social life and customs -- Fiction",PS,Category: Short Stories; Category: Humour; Category: American Literature
3184,Text,2004-09-16,"Alonzo Fitz, and Other Stories",en,"Twain, Mark, 1835-1910","Essays; Short stories; Humorous stories, American; United States -- Social life and customs -- 19th century -- Fiction",PS,Category: Short Stories; Category: Humour; Category: American Literature
3185,Text,2004-09-16,Those Extraordinary Twins,en,"Twain, Mark, 1835-1910",Conjoined twins -- Fiction,PS,Category: Humour; Category: Novels; Category: American Literature
3186,Text,2008-06-09,"The Mysterious Stranger, and Other Stories",en,"Twain, Mark, 1835-1910","Short stories; Humorous stories, American; United States -- Social life and customs -- 19th century -- Fiction",PS,Best Books Ever Listings; Category: Novels; Category: American Literature
3187,Text,2004-09-16,Christian Science,en,"Twain, Mark, 1835-1910","Eddy, Mary Baker, 1821-1910; Christian Science -- Controversial literature",BX,"Category: Humour; Category: Essays, Letters & Speeches; Category: American Literature; Category: Religion/Spirituality"
3188,Text,2004-09-17,Mark Twain's Speeches,en,"Twain, Mark, 1835-1910","Speeches, addresses, etc., American",PS,"Category: Humour; Category: Essays, Letters & Speeches; Category: American Literature"
3189,Text,2004-06-27,Sketches New and Old,en,"Twain, Mark, 1835-1910","Humorous stories, American; United States -- Social life and customs -- Fiction",PS,Category: Short Stories; Category: Humour; Category: American Literature
3190,Text,2004-09-17,1601: Conversation as it was by the Social Fireside in the Time of the Tudors,en,"Twain, Mark, 1835-1910","Satire; Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction; Raleigh, Walter, Sir, 1552?-1618 -- Fiction; Imaginary conversations",PS,Category: Humour; Category: Plays/Films/Dramas; Category: British Literature
3191,Text,2004-09-17,Goldsmith's Friend Abroad Again,en,"Twain, Mark, 1835-1910",Satire; Imaginary letters; United States -- Fiction,PS,"Category: Humour; Category: Essays, Letters & Speeches; Category: American Literature"
